"ε/E = 1.00e+002"
1.776001 5.589498e-001 2.536317e+001
1.788001 5.365201e-001 2.502387e+001
1.800001 5.139428e-001 2.469133e+001
1.812001 4.912145e-001 2.436538e+001
1.824001 4.683316e-001 2.404583e+001
1.836001 4.452904e-001 2.373254e+001
1.848001 4.220873e-001 2.342532e+001
1.860001 3.987182e-001 2.312404e+001
1.872001 3.751791e-001 2.282852e+001
1.884001 3.514659e-001 2.253864e+001
1.896001 3.275741e-001 2.225424e+001
1.908001 3.034993e-001 2.197520e+001
1.920001 2.792369e-001 2.170137e+001
1.932001 2.547819e-001 2.143262e+001
1.944001 2.301295e-001 2.116884e+001
1.956001 2.052742e-001 2.090989e+001
1.968001 1.802109e-001 2.065567e+001
1.980001 1.549337e-001 2.040606e+001
1.992001 1.294369e-001 2.016094e+001
2.004001 1.037144e-001 1.992022e+001
2.016001 7.775990e-002 1.968378e+001
2.028001 5.156671e-002 1.945153e+001
2.040001 2.512799e-002 1.922336e+001
2.052001 -1.563431e-003 1.899918e+001
2.064001 -2.851505e-002 1.877890e+001
2.076001 -5.573468e-002 1.856243e+001
2.088001 -8.323051e-002 1.834968e+001
2.100001 -1.110111e-001 1.814057e+001
2.112001 -1.390853e-001 1.793502e+001
2.124001 -1.674627e-001 1.773293e+001
2.136001 -1.961529e-001 1.753425e+001
2.148001 -2.251663e-001 1.733888e+001
2.160001 -2.545137e-001 1.714676e+001
2.172001 -2.842065e-001 1.695782e+001
2.184001 -3.142567e-001 1.677198e+001
2.196001 -3.446769e-001 1.658918e+001
2.208001 -3.754802e-001 1.640935e+001
2.220001 -4.066808e-001 1.623243e+001
2.232001 -4.382935e-001 1.605836e+001
2.244001 -4.703337e-001 1.588707e+001
2.256001 -5.028182e-001 1.571851e+001
2.268001 -5.357643e-001 1.555262e+001
2.280001 -5.691908e-001 1.538934e+001
2.292001 -6.031173e-001 1.522861e+001
2.304001 -6.375648e-001 1.507040e+001
2.316001 -6.725557e-001 1.491463e+001
2.328001 -7.081138e-001 1.476127e+001
2.340001 -7.442646e-001 1.461026e+001
2.352001 -7.810353e-001 1.446155e+001
2.364001 -8.184551e-001 1.431511e+001
2.376001 -8.565553e-001 1.417088e+001
2.388001 -8.953696e-001 1.402881e+001
2.400001 -9.349343e-001 1.388888e+001
2.412001 -9.752884e-001 1.375102e+001
2.424001 -1.016474e+000 1.361521e+001
2.436001 -1.058538e+000 1.348140e+001
2.448001 -1.101529e+000 1.334956e+001
2.460001 -1.145502e+000 1.321963e+001
2.472001 -1.190516e+000 1.309160e+001
2.484001 -1.236635e+000 1.296542e+001
2.496001 -1.283932e+000 1.284105e+001
2.508001 -1.332485e+000 1.271846e+001
2.520001 -1.382380e+000 1.259762e+001
2.532001 -1.433713e+000 1.247850e+001
2.544001 -1.486592e+000 1.236105e+001
2.556001 -1.541137e+000 1.224526e+001
2.568001 -1.597481e+000 1.213108e+001
2.580001 -1.655776e+000 1.201850e+001
2.592001 -1.716196e+000 1.190747e+001
2.604001 -1.778935e+000 1.179798e+001
2.616001 -1.844219e+000 1.168999e+001
2.628001 -1.912309e+000 1.158348e+001
2.640001 -1.983507e+000 1.147841e+001
2.652001 -2.058170e+000 1.137477e+001
2.664001 -2.136719e+000 1.127253e+001
2.676001 -2.219660e+000 1.117165e+001
2.688001 -2.307604e+000 1.107213e+001
2.700001 -2.401304e+000 1.097393e+001
2.712001 -2.501697e+000 1.087703e+001
2.724001 -2.609974e+000 1.078141e+001
2.736001 -2.727679e+000 1.068704e+001
2.748001 -2.856867e+000 1.059391e+001
2.760001 -3.000356e+000 1.050199e+001
2.772001 -3.162163e+000 1.041126e+001
2.784001 -3.348302e+000 1.032170e+001
2.796001 -3.568375e+000 1.023329e+001
2.808001 -3.839176e+000 1.014601e+001
2.820001 -4.194376e+000 1.005985e+001
2.832001 -4.719354e+000 9.974777e+000
2.844001 -5.788550e+000 9.890779e+000
2.856001 -2.159070e+000 9.807838e+000
2.868001 -1.580844e+000 9.725936e+000
2.880001 -1.328375e+000 9.645055e+000
2.892001 -1.167276e+000 9.565179e+000
2.904001 -1.049968e+000 9.486291e+000
2.916001 -9.584019e-001 9.408376e+000
2.928001 -8.837732e-001 9.331416e+000
2.940001 -8.211239e-001 9.255397e+000
2.952001 -7.673859e-001 9.180302e+000
2.964001 -7.205292e-001 9.106118e+000
2.976001 -6.791411e-001 9.032830e+000
2.988001 -6.421992e-001 8.960423e+000
3.000001 -6.089402e-001 8.888883e+000
3.012001 -5.787792e-001 8.818196e+000
3.024001 -5.512582e-001 8.748350e+000
3.036001 -5.260121e-001 8.679329e+000
3.048001 -5.027451e-001 8.611123e+000
3.060001 -4.812144e-001 8.543717e+000
3.072001 -4.612183e-001 8.477100e+000
3.084001 -4.425873e-001 8.411258e+000
3.096001 -4.251779e-001 8.346181e+000
3.108001 -4.088673e-001 8.281856e+000
3.120001 -3.935498e-001 8.218272e+000
3.132001 -3.791336e-001 8.155418e+000
3.144001 -3.655389e-001 8.093281e+000
3.156001 -3.526953e-001 8.031852e+000
3.168001 -3.405409e-001 7.971120e+000
3.180001 -3.290207e-001 7.911074e+000
3.192001 -3.180860e-001 7.851705e+000
3.204001 -3.076928e-001 7.793000e+000
3.216001 -2.978021e-001 7.734952e+000
3.228001 -2.883784e-001 7.677550e+000
3.240001 -2.793897e-001 7.620785e+000
3.252001 -2.708072e-001 7.564647e+000
3.264001 -2.626044e-001 7.509127e+000
3.276001 -2.547573e-001 7.454215e+000
3.288001 -2.472440e-001 7.399904e+000
3.300001 -2.400444e-001 7.346185e+000
3.312001 -2.331399e-001 7.293048e+000
3.324001 -2.265137e-001 7.240486e+000
3.336001 -2.201500e-001 7.188489e+000
3.348001 -2.140342e-001 7.137051e+000
3.360001 -2.081531e-001 7.086164e+000
3.372001 -2.024941e-001 7.035818e+000
3.384001 -1.970456e-001 6.986007e+000
3.396001 -1.917970e-001 6.936723e+000
3.408001 -1.867383e-001 6.887959e+000
3.420001 -1.818599e-001 6.839707e+000
3.432001 -1.771533e-001 6.791961e+000
3.444001 -1.726102e-001 6.744713e+000
3.456001 -1.682229e-001 6.697956e+000
3.468001 -1.639843e-001 6.651683e+000
3.480001 -1.598877e-001 6.605889e+000
3.492001 -1.559266e-001 6.560565e+000
3.504001 -1.520951e-001 6.515707e+000
3.516001 -1.483875e-001 6.471307e+000
3.528001 -1.447986e-001 6.427359e+000
3.540001 -1.413233e-001 6.383858e+000
3.552001 -1.379570e-001 6.340797e+000
3.564001 -1.346950e-001 6.298170e+000
3.576001 -1.315332e-001 6.255971e+000
3.588001 -1.284676e-001 6.214195e+000
3.600001 -1.254943e-001 6.172836e+000
3.612001 -1.226097e-001 6.131889e+000
3.624001 -1.198104e-001 6.091347e+000
3.636001 -1.170932e-001 6.051207e+000
3.648001 -1.144549e-001 6.011462e+000
3.660001 -1.118925e-001 5.972107e+000
3.672001 -1.094033e-001 5.933137e+000
3.684001 -1.069847e-001 5.894548e+000
3.696001 -1.046339e-001 5.856334e+000
3.708001 -1.023487e-001 5.818490e+000
3.720001 -1.001266e-001 5.781012e+000
3.732001 -9.796551e-002 5.743895e+000
3.744001 -9.586324e-002 5.707134e+000
3.756001 -9.381777e-002 5.670725e+000
3.768001 -9.182718e-002 5.634663e+000
3.780001 -8.988960e-002 5.598944e+000
3.792001 -8.800326e-002 5.563564e+000
3.804001 -8.616645e-002 5.528518e+000
3.816001 -8.437754e-002 5.493802e+000
3.828001 -8.263497e-002 5.459412e+000
3.840001 -8.093723e-002 5.425344e+000
3.852001 -7.928289e-002 5.391594e+000
3.864001 -7.767057e-002 5.358158e+000
3.876001 -7.609894e-002 5.325032e+000
3.888001 -7.456672e-002 5.292212e+000
3.900001 -7.307268e-002 5.259695e+000
3.912001 -7.161566e-002 5.227476e+000
3.924001 -7.019450e-002 5.195553e+000
3.936001 -6.880814e-002 5.163921e+000
3.948001 -6.745550e-002 5.132577e+000
3.960001 -6.613559e-002 5.101518e+000
3.972001 -6.484743e-002 5.070739e+000
3.984001 -6.359008e-002 5.040239e+000
3.996001 -6.236264e-002 5.010013e+000
4.008001 -6.116424e-002 4.980057e+000
4.020001 -5.999403e-002 4.950370e+000
4.032001 -5.885121e-002 4.920947e+000
4.044001 -5.773500e-002 4.891786e+000
4.056001 -5.664463e-002 4.862884e+000
4.068001 -5.557938e-002 4.834236e+000
4.080001 -5.453855e-002 4.805842e+000
4.092001 -5.352145e-002 4.777696e+000
4.104001 -5.252744e-002 4.749797e+000
4.116001 -5.155587e-002 4.722142e+000
4.128001 -5.060612e-002 4.694728e+000
4.140001 -4.967762e-002 4.667551e+000
4.152001 -4.876978e-002 4.640610e+000
4.164001 -4.788205e-002 4.613902e+000
4.176001 -4.701389e-002 4.587423e+000
4.188001 -4.616478e-002 4.561172e+000
4.200001 -4.533421e-002 4.535145e+000
4.212001 -4.452171e-002 4.509341e+000
4.224001 -4.372680e-002 4.483756e+000
4.236001 -4.294901e-002 4.458388e+000
4.248001 -4.218792e-002 4.433235e+000
4.260001 -4.144308e-002 4.408294e+000
4.272001 -4.071409e-002 4.383563e+000
4.284001 -4.000054e-002 4.359040e+000
4.296001 -3.930203e-002 4.334722e+000
4.308001 -3.861820e-002 4.310607e+000
4.320001 -3.794867e-002 4.286692e+000
4.332001 -3.729308e-002 4.262976e+000
4.344001 -3.665109e-002 4.239456e+000
4.356001 -3.602236e-002 4.216131e+000
4.368001 -3.540657e-002 4.192997e+000
4.380001 -3.480339e-002 4.170053e+000
4.392001 -3.421253e-002 4.147297e+000
4.404001 -3.363369e-002 4.124727e+000
4.416001 -3.306657e-002 4.102340e+000
4.428001 -3.251088e-002 4.080135e+000
4.440001 -3.196637e-002 4.058110e+000
4.452001 -3.143276e-002 4.036263e+000
4.464001 -3.090979e-002 4.014592e+000
4.476001 -3.039722e-002 3.993095e+000
4.488001 -2.989479e-002 3.971770e+000
4.500001 -2.940227e-002 3.950616e+000
4.512001 -2.891943e-002 3.929630e+000
4.524001 -2.844605e-002 3.908810e+000
4.536001 -2.798190e-002 3.888156e+000
4.548001 -2.752678e-002 3.867665e+000
4.560001 -2.708048e-002 3.847336e+000
4.572001 -2.664278e-002 3.827166e+000
4.584001 -2.621351e-002 3.807155e+000
4.596001 -2.579247e-002 3.787300e+000
4.608001 -2.537947e-002 3.767601e+000
4.620001 -2.497434e-002 3.748054e+000
4.632001 -2.457689e-002 3.728659e+000
4.644001 -2.418695e-002 3.709415e+000
4.656001 -2.380437e-002 3.690319e+000
4.668001 -2.342897e-002 3.671370e+000
4.680001 -2.306060e-002 3.652566e+000
4.692001 -2.269910e-002 3.633907e+000
4.704001 -2.234432e-002 3.615390e+000
4.716001 -2.199612e-002 3.597015e+000
4.728001 -2.165435e-002 3.578779e+000
4.740001 -2.131888e-002 3.560681e+000
4.752001 -2.098957e-002 3.542721e+000
4.764001 -2.066628e-002 3.524896e+000
4.776001 -2.034889e-002 3.507205e+000
4.788001 -2.003727e-002 3.489647e+000
4.800001 -1.973130e-002 3.472221e+000
4.812001 -1.943086e-002 3.454925e+000
4.824001 -1.913583e-002 3.437757e+000
4.836001 -1.884610e-002 3.420718e+000
4.848001 -1.856156e-002 3.403804e+000
4.860001 -1.828210e-002 3.387016e+000
4.872001 -1.800761e-002 3.370352e+000
4.884001 -1.773799e-002 3.353810e+000
4.896001 -1.747314e-002 3.337390e+000
4.908001 -1.721297e-002 3.321090e+000
4.920001 -1.695736e-002 3.304910e+000
4.932001 -1.670624e-002 3.288847e+000
4.944001 -1.645951e-002 3.272901e+000
4.956001 -1.621708e-002 3.257071e+000
4.968001 -1.597886e-002 3.241355e+000
4.980001 -1.574478e-002 3.225753e+000
4.992001 -1.551473e-002 3.210263e+000
5.004001 -1.528865e-002 3.194885e+000
5.016001 -1.506646e-002 3.179617e+000
5.028001 -1.484807e-002 3.164458e+000
5.040001 -1.463341e-002 3.149407e+000
5.052001 -1.442242e-002 3.134463e+000
5.064001 -1.421500e-002 3.119625e+000
5.076001 -1.401110e-002 3.104893e+000
5.088001 -1.381064e-002 3.090264e+000
5.100001 -1.361357e-002 3.075739e+000
5.112001 -1.341980e-002 3.061316e+000
5.124001 -1.322928e-002 3.046994e+000
5.136001 -1.304195e-002 3.032772e+000
5.148001 -1.285773e-002 3.018650e+000
5.160001 -1.267658e-002 3.004626e+000
5.172001 -1.249843e-002 2.990700e+000
5.184001 -1.232323e-002 2.976870e+000
5.196001 -1.215092e-002 2.963136e+000
5.208001 -1.198144e-002 2.949496e+000
5.220001 -1.181474e-002 2.935951e+000
5.232001 -1.165076e-002 2.922499e+000
5.244001 -1.148946e-002 2.909139e+000
5.256001 -1.133079e-002 2.895870e+000
5.268001 -1.117469e-002 2.882692e+000
5.280001 -1.102112e-002 2.869604e+000
5.292001 -1.087003e-002 2.856605e+000
5.304001 -1.072138e-002 2.843694e+000
5.316001 -1.057511e-002 2.830870e+000
5.328001 -1.043118e-002 2.818132e+000
5.340001 -1.028956e-002 2.805481e+000
5.352001 -1.015019e-002 2.792914e+000
5.364001 -1.001304e-002 2.780432e+000
5.376001 -9.878068e-003 2.768033e+000
5.388001 -9.745229e-003 2.755717e+000
5.400001 -9.614488e-003 2.743483e+000
5.412001 -9.485805e-003 2.731330e+000
5.424001 -9.359144e-003 2.719258e+000
5.436001 -9.234467e-003 2.707266e+000
5.448001 -9.111739e-003 2.695353e+000
5.460001 -8.990924e-003 2.683518e+000
5.472001 -8.871989e-003 2.671761e+000
5.484001 -8.754899e-003 2.660081e+000
5.496001 -8.639621e-003 2.648478e+000
5.508001 -8.526124e-003 2.636950e+000
5.520001 -8.414375e-003 2.625498e+000
5.532001 -8.304343e-003 2.614120e+000
5.544001 -8.195999e-003 2.602816e+000
5.556001 -8.089311e-003 2.591584e+000
5.568001 -7.984252e-003 2.580426e+000
5.580001 -7.880791e-003 2.569339e+000
5.592001 -7.778903e-003 2.558324e+000
5.604001 -7.678557e-003 2.547379e+000
5.616001 -7.579729e-003 2.536504e+000
5.628001 -7.482391e-003 2.525699e+000
5.640001 -7.386518e-003 2.514963e+000
5.652001 -7.292084e-003 2.504295e+000
5.664001 -7.199064e-003 2.493695e+000
5.676001 -7.107434e-003 2.483162e+000
5.688001 -7.017171e-003 2.472696e+000
5.700001 -6.928250e-003 2.462295e+000
5.712001 -6.840648e-003 2.451960e+000
5.724001 -6.754344e-003 2.441690e+000
5.736001 -6.669314e-003 2.431485e+000
5.748001 -6.585538e-003 2.421343e+000
5.760001 -6.502995e-003 2.411265e+000
5.772001 -6.421662e-003 2.401249e+000
5.784001 -6.341520e-003 2.391296e+000
5.796001 -6.262549e-003 2.381404e+000
5.808001 -6.184729e-003 2.371574e+000
5.820001 -6.108041e-003 2.361804e+000
5.832001 -6.032466e-003 2.352095e+000
5.844001 -5.957985e-003 2.342445e+000
5.856001 -5.884581e-003 2.332855e+000
5.868001 -5.812234e-003 2.323323e+000
5.880001 -5.740928e-003 2.313850e+000
5.892001 -5.670646e-003 2.304434e+000
5.904001 -5.601371e-003 2.295076e+000
5.916001 -5.533085e-003 2.285775e+000
5.928001 -5.465774e-003 2.276530e+000
5.940001 -5.399420e-003 2.267342e+000
5.952001 -5.334009e-003 2.258208e+000
5.964001 -5.269524e-003 2.249130e+000
5.976001 -5.205951e-003 2.240106e+000
5.988001 -5.143276e-003 2.231137e+000


"ε/E = 4.00e+000"
0.000001 3.141591e+000 1.600000e+013
0.012001 3.121947e+000 1.110926e+005
0.024001 3.102303e+000 2.777546e+004
0.036001 3.082657e+000 1.234499e+004
0.048001 3.063007e+000 6.944155e+003
0.060001 3.043355e+000 4.444296e+003
0.072001 3.023698e+000 3.086334e+003
0.084001 3.004035e+000 2.267520e+003
0.096001 2.984366e+000 1.736075e+003
0.108001 2.964690e+000 1.371717e+003
0.120001 2.945006e+000 1.111093e+003
0.132001 2.925312e+000 9.182597e+002
0.144001 2.905609e+000 7.715942e+002
0.156001 2.885895e+000 6.574538e+002
0.168001 2.866169e+000 5.668867e+002
0.180001 2.846430e+000 4.938217e+002
0.192001 2.826677e+000 4.340233e+002
0.204001 2.806910e+000 3.844637e+002
0.216001 2.787127e+000 3.429324e+002
0.228001 2.767328e+000 3.077843e+002
0.240001 2.747511e+000 2.777755e+002
0.252001 2.727676e+000 2.519506e+002
0.264001 2.707821e+000 2.295667e+002
0.276001 2.687946e+000 2.100384e+002
0.288001 2.668050e+000 1.928999e+002
0.300001 2.648131e+000 1.777766e+002
0.312001 2.628189e+000 1.643645e+002
0.324001 2.608222e+000 1.524148e+002
0.336001 2.588230e+000 1.417225e+002
0.348001 2.568212e+000 1.321171e+002
0.360001 2.548166e+000 1.234561e+002
0.372001 2.528092e+000 1.156197e+002
0.384001 2.507988e+000 1.085064e+002
0.396001 2.487853e+000 1.020299e+002
0.408001 2.467687e+000 9.611641e+001
0.420001 2.447488e+000 9.070252e+001
0.432001 2.427255e+000 8.573349e+001
0.444001 2.406987e+000 8.116188e+001
0.456001 2.386683e+000 7.694642e+001
0.468001 2.366342e+000 7.305104e+001
0.480001 2.345962e+000 6.944416e+001
0.492001 2.325542e+000 6.609795e+001
0.504001 2.305082e+000 6.298791e+001
0.516001 2.284579e+000 6.009231e+001
0.528001 2.264034e+000 5.739189e+001
0.540001 2.243444e+000 5.486948e+001
0.552001 2.222808e+000 5.250979e+001
0.564001 2.202125e+000 5.029910e+001
0.576001 2.181393e+000 4.822514e+001
0.588001 2.160612e+000 4.627686e+001
0.600001 2.139780e+000 4.444430e+001
0.612001 2.118896e+000 4.271847e+001
0.624001 2.097958e+000 4.109126e+001
0.636001 2.076965e+000 3.955527e+001
0.648001 2.055915e+000 3.810383e+001
0.660001 2.034807e+000 3.673083e+001
0.672001 2.013639e+000 3.543073e+001
0.684001 1.992410e+000 3.419846e+001
0.696001 1.971119e+000 3.302937e+001
0.708001 1.949764e+000 3.191922e+001
0.720001 1.928342e+000 3.086411e+001
0.732001 1.906854e+000 2.986047e+001
0.744001 1.885296e+000 2.890500e+001
0.756001 1.863668e+000 2.799466e+001
0.768001 1.841966e+000 2.712667e+001
0.780001 1.820191e+000 2.629842e+001
0.792001 1.798340e+000 2.550754e+001
0.804001 1.776410e+000 2.475180e+001
0.816001 1.754401e+000 2.402916e+001
0.828001 1.732310e+000 2.333771e+001
0.840001 1.710135e+000 2.267568e+001
0.852001 1.687875e+000 2.204143e+001
0.864001 1.665526e+000 2.143342e+001
0.876001 1.643088e+000 2.085023e+001
0.888001 1.620557e+000 2.029052e+001
0.900001 1.597932e+000 1.975304e+001
0.912001 1.575211e+000 1.923665e+001
0.924001 1.552390e+000 1.874024e+001
0.936001 1.529469e+000 1.826280e+001
0.948001 1.506443e+000 1.780338e+001
0.960001 1.483311e+000 1.736107e+001
0.972001 1.460070e+000 1.693505e+001
0.984001 1.436718e+000 1.652452e+001
0.996001 1.413251e+000 1.612874e+001
1.008001 1.389667e+000 1.574701e+001
1.020001 1.365963e+000 1.537867e+001
1.032001 1.342137e+000 1.502311e+001
1.044001 1.318184e+000 1.467973e+001
1.056001 1.294102e+000 1.434800e+001
1.068001 1.269888e+000 1.402738e+001
1.080001 1.245538e+000 1.371740e+001
1.092001 1.221049e+000 1.341757e+001
1.104001 1.196418e+000 1.312747e+001
1.116001 1.171640e+000 1.284668e+001
1.128001 1.146712e+000 1.257480e+001
1.140001 1.121630e+000 1.231146e+001
1.152001 1.096390e+000 1.205631e+001
1.164001 1.070988e+000 1.180900e+001
1.176001 1.045420e+000 1.156923e+001
1.188001 1.019681e+000 1.133669e+001
1.200001 9.937664e-001 1.111109e+001
1.212001 9.676718e-001 1.089216e+001
1.224001 9.413922e-001 1.067964e+001
1.236001 9.149226e-001 1.047327e+001
1.248001 8.882575e-001 1.027283e+001
1.260001 8.613916e-001 1.007809e+001
1.272001 8.343191e-001 9.888834e+000
1.284001 8.070343e-001 9.704860e+000
1.296001 7.795309e-001 9.525972e+000
1.308001 7.518026e-001 9.351986e+000
1.320001 7.238428e-001 9.182723e+000
1.332001 6.956446e-001 9.018013e+000
1.344001 6.672008e-001 8.857697e+000
1.356001 6.385040e-001 8.701617e+000
1.368001 6.095464e-001 8.549627e+000
1.380001 5.803198e-001 8.401584e+000
1.392001 5.508157e-001 8.257354e+000
1.404001 5.210254e-001 8.116806e+000
1.416001 4.909395e-001 7.979816e+000
1.428001 4.605484e-001 7.846265e+000
1.440001 4.298418e-001 7.716039e+000
1.452001 3.988092e-001 7.589028e+000
1.464001 3.674393e-001 7.465128e+000
1.476001 3.357206e-001 7.344237e+000
1.488001 3.036407e-001 7.226259e+000
1.500001 2.711866e-001 7.111102e+000
1.512001 2.383447e-001 6.998675e+000
1.524001 2.051008e-001 6.888894e+000
1.536001 1.714396e-001 6.781675e+000
1.548001 1.373453e-001 6.676941e+000
1.560001 1.028010e-001 6.574614e+000
1.572001 6.778883e-002 6.474621e+000
1.584001 3.228992e-002 6.376892e+000
1.596001 -3.715733e-003 6.281360e+000
1.608001 -4.024939e-002 6.187958e+000
1.620001 -7.733364e-002 6.096624e+000
1.632001 -1.149925e-001 6.007298e+000
1.644001 -1.532516e-001 5.919920e+000
1.656001 -1.921384e-001 5.834435e+000
1.668001 -2.316819e-001 5.750788e+000
1.680001 -2.719135e-001 5.668927e+000
1.692001 -3.128668e-001 5.588802e+000
1.704001 -3.545778e-001 5.510364e+000
1.716001 -3.970854e-001 5.433566e+000
1.728001 -4.404312e-001 5.358361e+000
1.740001 -4.846606e-001 5.284708e+000
1.752001 -5.298225e-001 5.212563e+000
1.764001 -5.759699e-001 5.141885e+000
1.776001 -6.231607e-001 5.072634e+000
1.788001 -6.714578e-001 5.004774e+000
1.800001 -7.209302e-001 4.938266e+000
1.812001 -7.716533e-001 4.873075e+000
1.824001 -8.237103e-001 4.809167e+000
1.836001 -8.771928e-001 4.746507e+000
1.848001 -9.322024e-001 4.685065e+000
1.860001 -9.888518e-001 4.624807e+000
1.872001 -1.047267e+000 4.565705e+000
1.884001 -1.107589e+000 4.507728e+000
1.896001 -1.169977e+000 4.450849e+000
1.908001 -1.234610e+000 4.395040e+000
1.920001 -1.301693e+000 4.340273e+000
1.932001 -1.371460e+000 4.286524e+000
1.944001 -1.444181e+000 4.233768e+000
1.956001 -1.520168e+000 4.181979e+000
1.968001 -1.599789e+000 4.131135e+000
1.980001 -1.683474e+000 4.081212e+000
1.992001 -1.771741e+000 4.032189e+000
2.004001 -1.865210e+000 3.984044e+000
2.016001 -1.964642e+000 3.936756e+000
2.028001 -2.070978e+000 3.890305e+000
2.040001 -2.185406e+000 3.844671e+000
2.052001 -2.309456e+000 3.799836e+000
2.064001 -2.445142e+000 3.755780e+000
2.076001 -2.595201e+000 3.712486e+000
2.088001 -2.763479e+000 3.669937e+000
2.100001 -2.955640e+000 3.628114e+000
2.112001 -3.180535e+000 3.587003e+000
2.124001 -3.453171e+000 3.546586e+000
2.136001 -3.802270e+000 3.506849e+000
2.148001 -4.294816e+000 3.467776e+000
2.160001 -5.165630e+000 3.429352e+000
2.172001 -2.621989e+000 3.391563e+000
2.184001 -1.612907e+000 3.354396e+000
2.196001 -1.303452e+000 3.317836e+000
2.208001 -1.119374e+000 3.281871e+000
2.220001 -9.899172e-001 3.246487e+000
2.232001 -8.911057e-001 3.211672e+000
2.244001 -8.118874e-001 3.177415e+000
2.256001 -7.462539e-001 3.143702e+000
2.268001 -6.905763e-001 3.110524e+000
2.280001 -6.424962e-001 3.077867e+000
2.292001 -6.003953e-001 3.045723e+000
2.304001 -5.631159e-001 3.014079e+000
2.316001 -5.298012e-001 2.982926e+000
2.328001 -4.998000e-001 2.952254e+000
2.340001 -4.726061e-001 2.922052e+000
2.352001 -4.478181e-001 2.892311e+000
2.364001 -4.251127e-001 2.863022e+000
2.376001 -4.042259e-001 2.834176e+000
2.388001 -3.849389e-001 2.805763e+000
2.400001 -3.670693e-001 2.777775e+000
2.412001 -3.504625e-001 2.750205e+000
2.424001 -3.349871e-001 2.723042e+000
2.436001 -3.205304e-001 2.696280e+000
2.448001 -3.069947e-001 2.669911e+000
2.460001 -2.942952e-001 2.643927e+000
2.472001 -2.823575e-001 2.618320e+000
2.484001 -2.711164e-001 2.593083e+000
2.496001 -2.605140e-001 2.568210e+000
2.508001 -2.504990e-001 2.543692e+000
2.520001 -2.410256e-001 2.519524e+000
2.532001 -2.320529e-001 2.495699e+000
2.544001 -2.235440e-001 2.472210e+000
2.556001 -2.154657e-001 2.449052e+000
2.568001 -2.077880e-001 2.426217e+000
2.580001 -2.004836e-001 2.403700e+000
2.592001 -1.935277e-001 2.381495e+000
2.604001 -1.868977e-001 2.359596e+000
2.616001 -1.805730e-001 2.337998e+000
2.628001 -1.745346e-001 2.316695e+000
2.640001 -1.687652e-001 2.295682e+000
2.652001 -1.632486e-001 2.274954e+000
2.664001 -1.579702e-001 2.254505e+000
2.676001 -1.529163e-001 2.234331e+000
2.688001 -1.480743e-001 2.214426e+000
2.700001 -1.434325e-001 2.194786e+000
2.712001 -1.389801e-001 2.175406e+000
2.724001 -1.347069e-001 2.156282e+000
2.736001 -1.306035e-001 2.137408e+000
2.748001 -1.266613e-001 2.118782e+000
2.760001 -1.228719e-001 2.100398e+000
2.772001 -1.192278e-001 2.082252e+000
2.784001 -1.157217e-001 2.064340e+000
2.796001 -1.123471e-001 2.046658e+000
2.808001 -1.090975e-001 2.029203e+000
2.820001 -1.059670e-001 2.011970e+000
2.832001 -1.029502e-001 1.994955e+000
2.844001 -1.000417e-001 1.978156e+000
2.856001 -9.723669e-002 1.961568e+000
2.868001 -9.453047e-002 1.945187e+000
2.880001 -9.191867e-002 1.929011e+000
2.892001 -8.939715e-002 1.913036e+000
2.904001 -8.696200e-002 1.897258e+000
2.916001 -8.460952e-002 1.881675e+000
2.928001 -8.233621e-002 1.866283e+000
2.940001 -8.013874e-002 1.851079e+000
2.952001 -7.801398e-002 1.836060e+000
2.964001 -7.595895e-002 1.821224e+000
2.976001 -7.397080e-002 1.806566e+000
2.988001 -7.204685e-002 1.792085e+000
3.000001 -7.018455e-002 1.777777e+000
3.012001 -6.838147e-002 1.763639e+000
3.024001 -6.663528e-002 1.749670e+000
3.036001 -6.494379e-002 1.735866e+000
3.048001 -6.330490e-002 1.722225e+000
3.060001 -6.171661e-002 1.708743e+000
3.072001 -6.017702e-002 1.695420e+000
3.084001 -5.868430e-002 1.682252e+000
3.096001 -5.723671e-002 1.669236e+000
3.108001 -5.583261e-002 1.656371e+000
3.120001 -5.447040e-002 1.643654e+000
3.132001 -5.314857e-002 1.631084e+000
3.144001 -5.186568e-002 1.618656e+000
3.156001 -5.062033e-002 1.606370e+000
3.168001 -4.941120e-002 1.594224e+000
3.180001 -4.823703e-002 1.582215e+000
3.192001 -4.709658e-002 1.570341e+000
3.204001 -4.598871e-002 1.558600e+000
3.216001 -4.491229e-002 1.546990e+000
3.228001 -4.386625e-002 1.535510e+000
3.240001 -4.284957e-002 1.524157e+000
3.252001 -4.186125e-002 1.512929e+000
3.264001 -4.090035e-002 1.501825e+000
3.276001 -3.996597e-002 1.490843e+000
3.288001 -3.905723e-002 1.479981e+000
3.300001 -3.817329e-002 1.469237e+000
3.312001 -3.731334e-002 1.458610e+000
3.324001 -3.647661e-002 1.448097e+000
3.336001 -3.566236e-002 1.437698e+000
3.348001 -3.486987e-002 1.427410e+000
3.360001 -3.409844e-002 1.417233e+000
3.372001 -3.334742e-002 1.407164e+000
3.384001 -3.261616e-002 1.397201e+000
3.396001 -3.190405e-002 1.387345e+000
3.408001 -3.121049e-002 1.377592e+000
3.420001 -3.053492e-002 1.367941e+000
3.432001 -2.987679e-002 1.358392e+000
3.444001 -2.923555e-002 1.348943e+000
3.456001 -2.861071e-002 1.339591e+000
3.468001 -2.800176e-002 1.330337e+000
