"ε/E = 1.00e+002"
3.480001 -2.740824e-002 1.321178e+000
3.492001 -2.682967e-002 1.312113e+000
3.504001 -2.626563e-002 1.303141e+000
3.516001 -2.571567e-002 1.294261e+000
3.528001 -2.517938e-002 1.285472e+000
3.540001 -2.465638e-002 1.276772e+000
3.552001 -2.414626e-002 1.268159e+000
3.564001 -2.364867e-002 1.259634e+000
3.576001 -2.316323e-002 1.251194e+000
3.588001 -2.268960e-002 1.242839e+000
3.600001 -2.222745e-002 1.234567e+000
3.612001 -2.177644e-002 1.226378e+000
3.624001 -2.133627e-002 1.218269e+000
3.636001 -2.090663e-002 1.210241e+000
3.648001 -2.048722e-002 1.202292e+000
3.660001 -2.007777e-002 1.194421e+000
3.672001 -1.967799e-002 1.186627e+000
3.684001 -1.928762e-002 1.178910e+000
3.696001 -1.890640e-002 1.171267e+000
3.708001 -1.853408e-002 1.163698e+000
3.720001 -1.817042e-002 1.156202e+000
3.732001 -1.781518e-002 1.148779e+000
3.744001 -1.746814e-002 1.141427e+000
3.756001 -1.712907e-002 1.134145e+000
3.768001 -1.679777e-002 1.126933e+000
3.780001 -1.647403e-002 1.119789e+000
3.792001 -1.615764e-002 1.112713e+000
3.804001 -1.584841e-002 1.105704e+000
3.816001 -1.554616e-002 1.098760e+000
3.828001 -1.525070e-002 1.091882e+000
3.840001 -1.496185e-002 1.085069e+000
3.852001 -1.467944e-002 1.078319e+000
3.864001 -1.440331e-002 1.071632e+000
3.876001 -1.413330e-002 1.065006e+000
3.888001 -1.386924e-002 1.058442e+000
3.900001 -1.361098e-002 1.051939e+000
3.912001 -1.335838e-002 1.045495e+000
3.924001 -1.311130e-002 1.039111e+000
3.936001 -1.286959e-002 1.032784e+000
3.948001 -1.263312e-002 1.026515e+000
3.960001 -1.240175e-002 1.020304e+000
3.972001 -1.217536e-002 1.014148e+000
3.984001 -1.195383e-002 1.008048e+000
3.996001 -1.173704e-002 1.002003e+000
4.008001 -1.152486e-002 9.960115e-001
4.020001 -1.131719e-002 9.900740e-001
4.032001 -1.111391e-002 9.841895e-001
4.044001 -1.091492e-002 9.783573e-001
4.056001 -1.072011e-002 9.725767e-001
4.068001 -1.052938e-002 9.668473e-001
4.080001 -1.034264e-002 9.611683e-001
4.092001 -1.015978e-002 9.555392e-001
4.104001 -9.980709e-003 9.499594e-001
4.116001 -9.805343e-003 9.444284e-001
4.128001 -9.633591e-003 9.389455e-001
4.140001 -9.465367e-003 9.335102e-001
4.152001 -9.300587e-003 9.281220e-001
4.164001 -9.139171e-003 9.227803e-001
4.176001 -8.981038e-003 9.174846e-001
4.188001 -8.826112e-003 9.122344e-001
4.200001 -8.674318e-003 9.070290e-001
4.212001 -8.525583e-003 9.018682e-001
4.224001 -8.379836e-003 8.967512e-001
4.236001 -8.237008e-003 8.916776e-001
4.248001 -8.097032e-003 8.866470e-001
4.260001 -7.959842e-003 8.816589e-001
4.272001 -7.825374e-003 8.767127e-001
4.284001 -7.693566e-003 8.718080e-001
4.296001 -7.564357e-003 8.669444e-001
4.308001 -7.437689e-003 8.621213e-001
4.320001 -7.313505e-003 8.573384e-001
4.332001 -7.191747e-003 8.525952e-001
4.344001 -7.072362e-003 8.478912e-001
4.356001 -6.955297e-003 8.432261e-001
4.368001 -6.840499e-003 8.385994e-001
4.380001 -6.727918e-003 8.340106e-001
4.392001 -6.617505e-003 8.294594e-001
4.404001 -6.509212e-003 8.249453e-001
4.416001 -6.402992e-003 8.204680e-001
4.428001 -6.298800e-003 8.160271e-001
4.440001 -6.196590e-003 8.116221e-001
4.452001 -6.096321e-003 8.072526e-001
4.464001 -5.997949e-003 8.029184e-001
4.476001 -5.901433e-003 7.986190e-001
4.488001 -5.806733e-003 7.943540e-001
4.500001 -5.713810e-003 7.901231e-001
4.512001 -5.622626e-003 7.859259e-001
4.524001 -5.533143e-003 7.817621e-001
4.536001 -5.445324e-003 7.776312e-001
4.548001 -5.359135e-003 7.735331e-001
4.560001 -5.274540e-003 7.694672e-001
4.572001 -5.191506e-003 7.654333e-001
4.584001 -5.110000e-003 7.614310e-001
4.596001 -5.029989e-003 7.574601e-001
4.608001 -4.951441e-003 7.535201e-001
4.620001 -4.874328e-003 7.496108e-001
4.632001 -4.798617e-003 7.457319e-001
4.644001 -4.724280e-003 7.418829e-001
4.656001 -4.651289e-003 7.380637e-001
4.668001 -4.579615e-003 7.342739e-001
4.680001 -4.509231e-003 7.305132e-001
4.692001 -4.440111e-003 7.267814e-001
4.704001 -4.372228e-003 7.230780e-001
4.716001 -4.305558e-003 7.194029e-001
4.728001 -4.240074e-003 7.157558e-001
4.740001 -4.175754e-003 7.121363e-001
4.752001 -4.112574e-003 7.085442e-001
4.764001 -4.050509e-003 7.049792e-001
4.776001 -3.989538e-003 7.014410e-001
4.788001 -3.929639e-003 6.979294e-001
4.800001 -3.870790e-003 6.944442e-001
4.812001 -3.812970e-003 6.909849e-001
4.824001 -3.756159e-003 6.875515e-001
4.836001 -3.700335e-003 6.841435e-001
4.848001 -3.645480e-003 6.807609e-001
4.860001 -3.591575e-003 6.774032e-001
4.872001 -3.538599e-003 6.740704e-001
4.884001 -3.486536e-003 6.707621e-001
4.896001 -3.435367e-003 6.674780e-001
4.908001 -3.385074e-003 6.642181e-001
4.920001 -3.335641e-003 6.609820e-001
4.932001 -3.287050e-003 6.577694e-001
4.944001 -3.239286e-003 6.545802e-001
4.956001 -3.192331e-003 6.514142e-001
4.968001 -3.146171e-003 6.482711e-001
4.980001 -3.100789e-003 6.451506e-001
4.992001 -3.056172e-003 6.420527e-001
5.004001 -3.012303e-003 6.389770e-001
5.016001 -2.969169e-003 6.359233e-001
5.028001 -2.926756e-003 6.328915e-001
5.040001 -2.885050e-003 6.298813e-001
5.052001 -2.844037e-003 6.268926e-001
5.064001 -2.803704e-003 6.239250e-001
5.076001 -2.764039e-003 6.209785e-001
5.088001 -2.725028e-003 6.180528e-001
5.100001 -2.686660e-003 6.151478e-001
5.112001 -2.648922e-003 6.122632e-001
5.124001 -2.611802e-003 6.093988e-001
5.136001 -2.575289e-003 6.065544e-001
5.148001 -2.539371e-003 6.037300e-001
5.160001 -2.504038e-003 6.009252e-001
5.172001 -2.469278e-003 5.981399e-001
5.184001 -2.435081e-003 5.953740e-001
5.196001 -2.401436e-003 5.926271e-001
5.208001 -2.368334e-003 5.898993e-001
5.220001 -2.335764e-003 5.871902e-001
5.232001 -2.303716e-003 5.844998e-001
5.244001 -2.272181e-003 5.818278e-001
5.256001 -2.241149e-003 5.791741e-001
5.268001 -2.210612e-003 5.765385e-001
5.280001 -2.180560e-003 5.739208e-001
5.292001 -2.150984e-003 5.713209e-001
5.304001 -2.121876e-003 5.687387e-001
5.316001 -2.093227e-003 5.661739e-001
5.328001 -2.065030e-003 5.636265e-001
5.340001 -2.037275e-003 5.610962e-001
5.352001 -2.009956e-003 5.585829e-001
5.364001 -1.983063e-003 5.560864e-001
5.376001 -1.956590e-003 5.536067e-001
5.388001 -1.930529e-003 5.511434e-001
5.400001 -1.904873e-003 5.486966e-001
5.412001 -1.879615e-003 5.462661e-001
5.424001 -1.854746e-003 5.438517e-001
5.436001 -1.830262e-003 5.414532e-001
5.448001 -1.806154e-003 5.390706e-001
5.460001 -1.782417e-003 5.367036e-001
5.472001 -1.759043e-003 5.343523e-001
5.484001 -1.736027e-003 5.320163e-001
5.496001 -1.713361e-003 5.296956e-001
5.508001 -1.691041e-003 5.273901e-001
5.520001 -1.669060e-003 5.250996e-001
5.532001 -1.647412e-003 5.228240e-001
5.544001 -1.626091e-003 5.205631e-001
5.556001 -1.605091e-003 5.183169e-001
5.568001 -1.584408e-003 5.160852e-001
5.580001 -1.564036e-003 5.138678e-001
5.592001 -1.543969e-003 5.116648e-001
5.604001 -1.524202e-003 5.094758e-001
5.616001 -1.504730e-003 5.073009e-001
5.628001 -1.485548e-003 5.051399e-001
5.640001 -1.466651e-003 5.029926e-001
5.652001 -1.448034e-003 5.008590e-001
5.664001 -1.429693e-003 4.987390e-001
5.676001 -1.411623e-003 4.966324e-001
5.688001 -1.393818e-003 4.945391e-001
5.700001 -1.376276e-003 4.924590e-001
5.712001 -1.358991e-003 4.903921e-001
5.724001 -1.341958e-003 4.883381e-001
5.736001 -1.325175e-003 4.862970e-001
5.748001 -1.308636e-003 4.842686e-001
5.760001 -1.292338e-003 4.822529e-001
5.772001 -1.276277e-003 4.802498e-001
5.784001 -1.260448e-003 4.782591e-001
5.796001 -1.244848e-003 4.762808e-001
5.808001 -1.229473e-003 4.743147e-001
5.820001 -1.214319e-003 4.723608e-001
5.832001 -1.199383e-003 4.704189e-001
5.844001 -1.184661e-003 4.684890e-001
5.856001 -1.170149e-003 4.665710e-001
5.868001 -1.155845e-003 4.646646e-001
5.880001 -1.141745e-003 4.627700e-001
5.892001 -1.127845e-003 4.608869e-001
5.904001 -1.114142e-003 4.590153e-001
5.916001 -1.100633e-003 4.571550e-001
5.928001 -1.087316e-003 4.553061e-001
5.940001 -1.074185e-003 4.534683e-001
5.952001 -1.061240e-003 4.516417e-001
5.964001 -1.048477e-003 4.498260e-001
5.976001 -1.035892e-003 4.480213e-001
5.988001 -1.023484e-003 4.462274e-001


"ε/E = 8.00e-001"
0.000001 3.141591e+000 3.200000e+012
0.012001 3.117753e+000 2.221852e+004
0.024001 3.093914e+000 5.555093e+003
0.036001 3.070072e+000 2.468999e+003
0.048001 3.046223e+000 1.388831e+003
0.060001 3.022368e+000 8.888593e+002
0.072001 2.998503e+000 6.172668e+002
0.084001 2.974627e+000 4.535039e+002
0.096001 2.950739e+000 3.472150e+002
0.108001 2.926835e+000 2.743433e+002
0.120001 2.902915e+000 2.222185e+002
0.132001 2.878977e+000 1.836519e+002
0.144001 2.855018e+000 1.543188e+002
0.156001 2.831037e+000 1.314908e+002
0.168001 2.807031e+000 1.133773e+002
0.180001 2.783000e+000 9.876433e+001
0.192001 2.758940e+000 8.680465e+001
0.204001 2.734851e+000 7.689275e+001
0.216001 2.710729e+000 6.858647e+001
0.228001 2.686573e+000 6.155686e+001
0.240001 2.662381e+000 5.555509e+001
0.252001 2.638151e+000 5.039013e+001
0.264001 2.613881e+000 4.591333e+001
0.276001 2.589568e+000 4.200768e+001
0.288001 2.565211e+000 3.857998e+001
0.300001 2.540808e+000 3.555532e+001
0.312001 2.516355e+000 3.287290e+001
0.324001 2.491852e+000 3.048297e+001
0.336001 2.467295e+000 2.834450e+001
0.348001 2.442683e+000 2.642342e+001
0.360001 2.418012e+000 2.469122e+001
0.372001 2.393282e+000 2.312394e+001
0.384001 2.368488e+000 2.170128e+001
0.396001 2.343630e+000 2.040598e+001
0.408001 2.318704e+000 1.922328e+001
0.420001 2.293707e+000 1.814050e+001
0.432001 2.268638e+000 1.714670e+001
0.444001 2.243493e+000 1.623238e+001
0.456001 2.218270e+000 1.538928e+001
0.468001 2.192965e+000 1.461021e+001
0.480001 2.167577e+000 1.388883e+001
0.492001 2.142102e+000 1.321959e+001
0.504001 2.116538e+000 1.259758e+001
0.516001 2.090880e+000 1.201846e+001
0.528001 2.065127e+000 1.147838e+001
0.540001 2.039274e+000 1.097390e+001
0.552001 2.013319e+000 1.050196e+001
0.564001 1.987258e+000 1.005982e+001
0.576001 1.961088e+000 9.645028e+000
0.588001 1.934805e+000 9.255371e+000
0.600001 1.908405e+000 8.888859e+000
0.612001 1.881885e+000 8.543695e+000
0.624001 1.855241e+000 8.218251e+000
0.636001 1.828468e+000 7.911055e+000
0.648001 1.801564e+000 7.620766e+000
0.660001 1.774522e+000 7.346167e+000
0.672001 1.747340e+000 7.086147e+000
0.684001 1.720012e+000 6.839691e+000
0.696001 1.692534e+000 6.605873e+000
0.708001 1.664900e+000 6.383844e+000
0.720001 1.637107e+000 6.172822e+000
0.732001 1.609149e+000 5.972094e+000
0.744001 1.581019e+000 5.781000e+000
0.756001 1.552714e+000 5.598933e+000
0.768001 1.524226e+000 5.425333e+000
0.780001 1.495551e+000 5.259684e+000
0.792001 1.466681e+000 5.101507e+000
0.804001 1.437610e+000 4.950360e+000
0.816001 1.408332e+000 4.805832e+000
0.828001 1.378839e+000 4.667542e+000
0.840001 1.349124e+000 4.535137e+000
0.852001 1.319180e+000 4.408286e+000
0.864001 1.288998e+000 4.286684e+000
0.876001 1.258570e+000 4.170045e+000
0.888001 1.227888e+000 4.058103e+000
0.900001 1.196942e+000 3.950609e+000
0.912001 1.165723e+000 3.847329e+000
0.924001 1.134221e+000 3.748048e+000
0.936001 1.102425e+000 3.652560e+000
0.948001 1.070325e+000 3.560675e+000
0.960001 1.037908e+000 3.472215e+000
0.972001 1.005163e+000 3.387011e+000
0.984001 9.720768e-001 3.304904e+000
0.996001 9.386360e-001 3.225748e+000
1.008001 9.048263e-001 3.149402e+000
1.020001 8.706327e-001 3.075734e+000
1.032001 8.360392e-001 3.004621e+000
1.044001 8.010290e-001 2.935947e+000
1.056001 7.655843e-001 2.869600e+000
1.068001 7.296860e-001 2.805477e+000
1.080001 6.933140e-001 2.743479e+000
1.092001 6.564468e-001 2.683514e+000
1.104001 6.190616e-001 2.625494e+000
1.116001 5.811339e-001 2.569335e+000
1.128001 5.426376e-001 2.514960e+000
1.140001 5.035447e-001 2.462292e+000
1.152001 4.638252e-001 2.411261e+000
1.164001 4.234467e-001 2.361801e+000
1.176001 3.823746e-001 2.313847e+000
1.188001 3.405714e-001 2.267339e+000
1.200001 2.979965e-001 2.222219e+000
1.212001 2.546059e-001 2.178432e+000
1.224001 2.103520e-001 2.135927e+000
1.236001 1.651828e-001 2.094654e+000
1.248001 1.190417e-001 2.054566e+000
1.260001 7.186660e-002 2.015618e+000
1.272001 2.358958e-002 1.977767e+000
1.284001 -2.586427e-002 1.940972e+000
1.296001 -7.657758e-002 1.905194e+000
1.308001 -1.286418e-001 1.870397e+000
1.320001 -1.821587e-001 1.836545e+000
1.332001 -2.372417e-001 1.803603e+000
1.344001 -2.940177e-001 1.771539e+000
1.356001 -3.526295e-001 1.740323e+000
1.368001 -4.132384e-001 1.709925e+000
1.380001 -4.760271e-001 1.680317e+000
1.392001 -5.412039e-001 1.651471e+000
1.404001 -6.090076e-001 1.623361e+000
1.416001 -6.797127e-001 1.595963e+000
1.428001 -7.536367e-001 1.569253e+000
1.440001 -8.311487e-001 1.543208e+000
1.452001 -9.126790e-001 1.517806e+000
1.464001 -9.987306e-001 1.493026e+000
1.476001 -1.089891e+000 1.468847e+000
1.488001 -1.186842e+000 1.445252e+000
1.500001 -1.290358e+000 1.422220e+000
1.512001 -1.401278e+000 1.399735e+000
1.524001 -1.520395e+000 1.377779e+000
1.536001 -1.648140e+000 1.356335e+000
1.548001 -1.783692e+000 1.335388e+000
1.560001 -1.922535e+000 1.314923e+000
1.572001 -2.049934e+000 1.294924e+000
1.584001 -2.126749e+000 1.275378e+000
1.596001 -2.083288e+000 1.256272e+000
1.608001 -1.893312e+000 1.237592e+000
1.620001 -1.644583e+000 1.219325e+000
1.632001 -1.419146e+000 1.201460e+000
1.644001 -1.236397e+000 1.183984e+000
1.656001 -1.090664e+000 1.166887e+000
1.668001 -9.730825e-001 1.150158e+000
1.680001 -8.765071e-001 1.133785e+000
1.692001 -7.957860e-001 1.117760e+000
1.704001 -7.272624e-001 1.102073e+000
1.716001 -6.683126e-001 1.086713e+000
1.728001 -6.170188e-001 1.071672e+000
1.740001 -5.719503e-001 1.056942e+000
1.752001 -5.320190e-001 1.042513e+000
1.764001 -4.963822e-001 1.028377e+000
1.776001 -4.643767e-001 1.014527e+000
1.788001 -4.354727e-001 1.000955e+000
1.800001 -4.092417e-001 9.876532e-001
1.812001 -3.853325e-001 9.746150e-001
1.824001 -3.634546e-001 9.618334e-001
1.836001 -3.433652e-001 9.493015e-001
1.848001 -3.248596e-001 9.370129e-001
1.860001 -3.077639e-001 9.249614e-001
1.872001 -2.919294e-001 9.131410e-001
1.884001 -2.772277e-001 9.015456e-001
1.896001 -2.635477e-001 8.901698e-001
1.908001 -2.507927e-001 8.790079e-001
1.920001 -2.388776e-001 8.680547e-001
1.932001 -2.277278e-001 8.573049e-001
1.944001 -2.172772e-001 8.467535e-001
1.956001 -2.074672e-001 8.363958e-001
1.968001 -1.982456e-001 8.262269e-001
1.980001 -1.895655e-001 8.162424e-001
1.992001 -1.813850e-001 8.064378e-001
2.004001 -1.736664e-001 7.968088e-001
2.016001 -1.663755e-001 7.873512e-001
2.028001 -1.594816e-001 7.780610e-001
2.040001 -1.529564e-001 7.689343e-001
2.052001 -1.467747e-001 7.599672e-001
2.064001 -1.409130e-001 7.511561e-001
2.076001 -1.353502e-001 7.424973e-001
2.088001 -1.300668e-001 7.339873e-001
2.100001 -1.250449e-001 7.256229e-001
2.112001 -1.202681e-001 7.174006e-001
2.124001 -1.157212e-001 7.093173e-001
2.136001 -1.113904e-001 7.013698e-001
2.148001 -1.072626e-001 6.935552e-001
2.160001 -1.033261e-001 6.858704e-001
2.172001 -9.956963e-002 6.783127e-001
2.184001 -9.598301e-002 6.708792e-001
2.196001 -9.255669e-002 6.635672e-001
2.208001 -8.928179e-002 6.563741e-001
2.220001 -8.615003e-002 6.492974e-001
2.232001 -8.315369e-002 6.423344e-001
2.244001 -8.028557e-002 6.354829e-001
2.256001 -7.753894e-002 6.287405e-001
2.268001 -7.490749e-002 6.221047e-001
2.280001 -7.238531e-002 6.155735e-001
2.292001 -6.996688e-002 6.091446e-001
2.304001 -6.764700e-002 6.028158e-001
2.316001 -6.542079e-002 5.965852e-001
2.328001 -6.328366e-002 5.904507e-001
2.340001 -6.123129e-002 5.844103e-001
2.352001 -5.925964e-002 5.784622e-001
2.364001 -5.736486e-002 5.726044e-001
2.376001 -5.554335e-002 5.668351e-001
2.388001 -5.379170e-002 5.611526e-001
2.400001 -5.210669e-002 5.555551e-001
2.412001 -5.048530e-002 5.500409e-001
2.424001 -4.892463e-002 5.446085e-001
2.436001 -4.742198e-002 5.392561e-001
2.448001 -4.597476e-002 5.339822e-001
2.460001 -4.458055e-002 5.287853e-001
2.472001 -4.323703e-002 5.236640e-001
2.484001 -4.194201e-002 5.186166e-001
2.496001 -4.069341e-002 5.136419e-001
2.508001 -3.948925e-002 5.087385e-001
2.520001 -3.832766e-002 5.039049e-001
2.532001 -3.720687e-002 4.991398e-001
2.544001 -3.612517e-002 4.944421e-001
2.556001 -3.508096e-002 4.898103e-001
2.568001 -3.407269e-002 4.852434e-001
2.580001 -3.309893e-002 4.807400e-001
2.592001 -3.215826e-002 4.762990e-001
2.604001 -3.124938e-002 4.719192e-001
2.616001 -3.037101e-002 4.675996e-001
2.628001 -2.952196e-002 4.633391e-001
2.640001 -2.870107e-002 4.591365e-001
2.652001 -2.790726e-002 4.549908e-001
2.664001 -2.713946e-002 4.509010e-001
2.676001 -2.639669e-002 4.468661e-001
2.688001 -2.567799e-002 4.428852e-001
2.700001 -2.498245e-002 4.389572e-001
2.712001 -2.430920e-002 4.350812e-001
2.724001 -2.365739e-002 4.312563e-001
2.736001 -2.302624e-002 4.274816e-001
2.748001 -2.241499e-002 4.237563e-001
2.760001 -2.182289e-002 4.200795e-001
2.772001 -2.124925e-002 4.164503e-001
2.784001 -2.069341e-002 4.128680e-001
2.796001 -2.015471e-002 4.093317e-001
2.808001 -1.963255e-002 4.058406e-001
2.820001 -1.912633e-002 4.023940e-001
2.832001 -1.863549e-002 3.989911e-001
2.844001 -1.815949e-002 3.956312e-001
2.856001 -1.769780e-002 3.923135e-001
2.868001 -1.724992e-002 3.890374e-001
2.880001 -1.681538e-002 3.858022e-001
2.892001 -1.639372e-002 3.826072e-001
2.904001 -1.598449e-002 3.794517e-001
2.916001 -1.558728e-002 3.763350e-001
2.928001 -1.520166e-002 3.732566e-001
2.940001 -1.482725e-002 3.702159e-001
2.952001 -1.446367e-002 3.672121e-001
2.964001 -1.411057e-002 3.642447e-001
2.976001 -1.376759e-002 3.613132e-001
2.988001 -1.343439e-002 3.584169e-001
3.000001 -1.311065e-002 3.555553e-001
3.012001 -1.279607e-002 3.527279e-001
3.024001 -1.249035e-002 3.499340e-001
3.036001 -1.219319e-002 3.471732e-001
3.048001 -1.190432e-002 3.444449e-001
3.060001 -1.162347e-002 3.417487e-001
3.072001 -1.135039e-002 3.390840e-001
3.084001 -1.108483e-002 3.364503e-001
3.096001 -1.082655e-002 3.338472e-001
3.108001 -1.057532e-002 3.312742e-001
3.120001 -1.033092e-002 3.287309e-001
3.132001 -1.009313e-002 3.262167e-001
3.144001 -9.861752e-003 3.237313e-001
3.156001 -9.636584e-003 3.212741e-001
3.168001 -9.417433e-003 3.188448e-001
3.180001 -9.204116e-003 3.164430e-001
3.192001 -8.996453e-003 3.140682e-001
3.204001 -8.794273e-003 3.117200e-001
3.216001 -8.597408e-003 3.093981e-001
3.228001 -8.405698e-003 3.071020e-001
3.240001 -8.218989e-003 3.048314e-001
3.252001 -8.037129e-003 3.025859e-001
3.264001 -7.859975e-003 3.003651e-001
3.276001 -7.687386e-003 2.981686e-001
3.288001 -7.519228e-003 2.959962e-001
3.300001 -7.355370e-003 2.938474e-001
3.312001 -7.195685e-003 2.917219e-001
3.324001 -7.040052e-003 2.896194e-001
3.336001 -6.888352e-003 2.875396e-001
3.348001 -6.740472e-003 2.854821e-001
3.360001 -6.596301e-003 2.834465e-001
3.372001 -6.455733e-003 2.814327e-001
3.384001 -6.318664e-003 2.794403e-001
3.396001 -6.184994e-003 2.774689e-001
3.408001 -6.054626e-003 2.755184e-001
3.420001 -5.927468e-003 2.735883e-001
3.432001 -5.803428e-003 2.716784e-001
3.444001 -5.682419e-003 2.697885e-001
3.456001 -5.564357e-003 2.679182e-001
3.468001 -5.449157e-003 2.660673e-001
3.480001 -5.336742e-003 2.642355e-001
3.492001 -5.227035e-003 2.624226e-001
3.504001 -5.119959e-003 2.606283e-001
3.516001 -5.015444e-003 2.588523e-001
3.528001 -4.913418e-003 2.570944e-001
3.540001 -4.813815e-003 2.553543e-001
3.552001 -4.716567e-003 2.536319e-001
3.564001 -4.621612e-003 2.519268e-001
3.576001 -4.528888e-003 2.502388e-001
3.588001 -4.438334e-003 2.485678e-001
3.600001 -4.349892e-003 2.469134e-001
3.612001 -4.263506e-003 2.452755e-001
3.624001 -4.179122e-003 2.436539e-001
3.636001 -4.096686e-003 2.420483e-001
3.648001 -4.016146e-003 2.404585e-001
3.660001 -3.937453e-003 2.388843e-001
3.672001 -3.860559e-003 2.373255e-001
3.684001 -3.785415e-003 2.357819e-001
3.696001 -3.711978e-003 2.342534e-001
3.708001 -3.640202e-003 2.327396e-001
3.720001 -3.570044e-003 2.312405e-001
3.732001 -3.501463e-003 2.297558e-001
3.744001 -3.434418e-003 2.282854e-001
3.756001 -3.368870e-003 2.268290e-001
3.768001 -3.304780e-003 2.253865e-001
3.780001 -3.242112e-003 2.239578e-001
3.792001 -3.180829e-003 2.225426e-001
3.804001 -3.120897e-003 2.211407e-001
3.816001 -3.062281e-003 2.197521e-001
3.828001 -3.004948e-003 2.183765e-001
3.840001 -2.948867e-003 2.170138e-001
3.852001 -2.894005e-003 2.156638e-001
3.864001 -2.840334e-003 2.143263e-001
3.876001 -2.787822e-003 2.130013e-001
3.888001 -2.736442e-003 2.116885e-001
3.900001 -2.686165e-003 2.103878e-001
3.912001 -2.636965e-003 2.090991e-001
3.924001 -2.588816e-003 2.078221e-001
3.936001 -2.541691e-003 2.065568e-001
3.948001 -2.495565e-003 2.053031e-001
3.960001 -2.450415e-003 2.040607e-001
3.972001 -2.406217e-003 2.028296e-001
3.984001 -2.362948e-003 2.016096e-001
3.996001 -2.320585e-003 2.004005e-001
4.008001 -2.279108e-003 1.992023e-001
4.020001 -2.238494e-003 1.980148e-001
4.032001 -2.198723e-003 1.968379e-001
4.044001 -2.159776e-003 1.956715e-001
4.056001 -2.121633e-003 1.945153e-001
4.068001 -2.084274e-003 1.933695e-001
4.080001 -2.047682e-003 1.922337e-001
4.092001 -2.011838e-003 1.911078e-001
4.104001 -1.976726e-003 1.899919e-001
4.116001 -1.942327e-003 1.888857e-001
4.128001 -1.908625e-003 1.877891e-001
4.140001 -1.875605e-003 1.867020e-001
4.152001 -1.843250e-003 1.856244e-001
4.164001 -1.811546e-003 1.845561e-001
4.176001 -1.780477e-003 1.834969e-001
4.188001 -1.750028e-003 1.824469e-001
4.200001 -1.720186e-003 1.814058e-001
4.212001 -1.690937e-003 1.803736e-001
4.224001 -1.662267e-003 1.793502e-001
4.236001 -1.634163e-003 1.783355e-001
4.248001 -1.606613e-003 1.773294e-001
4.260001 -1.579604e-003 1.763318e-001
4.272001 -1.553124e-003 1.753425e-001
4.284001 -1.527160e-003 1.743616e-001
4.296001 -1.501703e-003 1.733889e-001
4.308001 -1.476739e-003 1.724243e-001
4.320001 -1.452259e-003 1.714677e-001
4.332001 -1.428251e-003 1.705190e-001
4.344001 -1.404706e-003 1.695782e-001
4.356001 -1.381613e-003 1.686452e-001
4.368001 -1.358962e-003 1.677199e-001
4.380001 -1.336744e-003 1.668021e-001
4.392001 -1.314948e-003 1.658919e-001
4.404001 -1.293567e-003 1.649891e-001
4.416001 -1.272590e-003 1.640936e-001
4.428001 -1.252010e-003 1.632054e-001
4.440001 -1.231817e-003 1.623244e-001
4.452001 -1.212003e-003 1.614505e-001
4.464001 -1.192561e-003 1.605837e-001
4.476001 -1.173482e-003 1.597238e-001
4.488001 -1.154758e-003 1.588708e-001
4.500001 -1.136382e-003 1.580246e-001
4.512001 -1.118347e-003 1.571852e-001
4.524001 -1.100645e-003 1.563524e-001
4.536001 -1.083270e-003 1.555262e-001
4.548001 -1.066214e-003 1.547066e-001
4.560001 -1.049470e-003 1.538934e-001
4.572001 -1.033033e-003 1.530867e-001
4.584001 -1.016896e-003 1.522862e-001
4.596001 -1.001052e-003 1.514920e-001
4.608001 -9.854953e-004 1.507040e-001
4.620001 -9.702204e-004 1.499222e-001
4.632001 -9.552213e-004 1.491464e-001
4.644001 -9.404921e-004 1.483766e-001
4.656001 -9.260275e-004 1.476127e-001
4.668001 -9.118219e-004 1.468548e-001
4.680001 -8.978700e-004 1.461026e-001
4.692001 -8.841668e-004 1.453563e-001
4.704001 -8.707071e-004 1.446156e-001
4.716001 -8.574860e-004 1.438806e-001
4.728001 -8.444986e-004 1.431512e-001
4.740001 -8.317404e-004 1.424273e-001
4.752001 -8.192065e-004 1.417088e-001
4.764001 -8.068926e-004 1.409958e-001
4.776001 -7.947943e-004 1.402882e-001
4.788001 -7.829071e-004 1.395859e-001
4.800001 -7.712270e-004 1.388888e-001
4.812001 -7.597498e-004 1.381970e-001
4.824001 -7.484715e-004 1.375103e-001
4.836001 -7.373882e-004 1.368287e-001
4.848001 -7.264959e-004 1.361522e-001
4.860001 -7.157910e-004 1.354806e-001
4.872001 -7.052698e-004 1.348141e-001
4.884001 -6.949287e-004 1.341524e-001
4.896001 -6.847641e-004 1.334956e-001
4.908001 -6.747726e-004 1.328436e-001
4.920001 -6.649509e-004 1.321964e-001
4.932001 -6.552957e-004 1.315539e-001
4.944001 -6.458037e-004 1.309160e-001
4.956001 -6.364718e-004 1.302828e-001
4.968001 -6.272969e-004 1.296542e-001
4.980001 -6.182761e-004 1.290301e-001
4.992001 -6.094062e-004 1.284105e-001
5.004001 -6.006846e-004 1.277954e-001
5.016001 -5.921083e-004 1.271847e-001
5.028001 -5.836746e-004 1.265783e-001
5.040001 -5.753807e-004 1.259763e-001
5.052001 -5.672241e-004 1.253785e-001
5.064001 -5.592021e-004 1.247850e-001
5.076001 -5.513122e-004 1.241957e-001
5.088001 -5.435520e-004 1.236106e-001
5.100001 -5.359189e-004 1.230296e-001
5.112001 -5.284107e-004 1.224526e-001
5.124001 -5.210249e-004 1.218798e-001
5.136001 -5.137594e-004 1.213109e-001
